category,difficulty,title,company_tags,accuracy,url
Bit Magic,Easy,Swap Two Nibbles,"Accolite, Samsung, Cisco, +1",66.11%,https://www.geeksforgeeks.org/problems/swap-two-nibbles-in-a-byte0446/1
Bit Magic,Easy,Binary representation of next number,,50.00%,https://www.geeksforgeeks.org/problems/binary-representation-of-next-number3648/1
Bit Magic,Easy,Binary Modulo,,50.34%,https://www.geeksforgeeks.org/problems/binary-modulo--170648/1
Bit Magic,Easy,Sum of two numbers without using arithmetic operators,Microsoft,69.46%,https://www.geeksforgeeks.org/problems/sum-of-two-numbers-without-using-arithmetic-operators/1
Bit Magic,Easy,Toggle bits in the given range,,65.19%,https://www.geeksforgeeks.org/problems/toggle-bits-given-range0952/1
Bit Magic,Easy,Minimum AND Operations to Make Same,,57.82%,https://www.geeksforgeeks.org/problems/min-operations--170645/1
Bit Magic,Easy,Change Bits,,72.13%,https://www.geeksforgeeks.org/problems/change-bits1538/1
Bit Magic,Easy,Check Power of 8,,40.26%,https://www.geeksforgeeks.org/problems/check-if-a-integer-is-power-of-8-or-not2537/1
Bit Magic,Easy,Swap n Consecutive Bits,,68.78%,https://www.geeksforgeeks.org/problems/swap-bits5726/1
Bit Magic,Easy,Reverse Bits,,71.53%,https://www.geeksforgeeks.org/problems/reverse-bits-1611130171/1
Bit Magic,Easy,Set Bits Between Given Positions,,69.80%,https://www.geeksforgeeks.org/problems/set-all-the-bits-in-given-range-of-a-number4538/1
Bit Magic,Easy,Kth Bit Value,,39.89%,https://www.geeksforgeeks.org/problems/kth-lsb3427/1
Bit Magic,Easy,Check Binary Divisible by 10,,25.26%,https://www.geeksforgeeks.org/problems/check-if-divisible-by-103743/1
Bit Magic,Easy,Bitwise OR of Range,,19.82%,https://www.geeksforgeeks.org/problems/ishaans-curiosity0853/1
Bit Magic,Easy,Perfect XOR,,21.91%,https://www.geeksforgeeks.org/problems/anands-maths-question3540/1
Bit Magic,Easy,All Bitwise Subsets of a Number,,61.99%,https://www.geeksforgeeks.org/problems/print-all-bitwise-subsets-of-a-number-n3301/1
Bit Magic,Easy,Maximize XOR,,29.23%,https://www.geeksforgeeks.org/problems/maximize-xor0829/1
Bit Magic,Easy,Alternate Bits Numbers in Range 1 to n,,43.30%,https://www.geeksforgeeks.org/problems/numbers-having-alternate-bits-in-range-1-to-n2350/1
Bit Magic,Easy,Maximize Reverse Power,,22.22%,https://www.geeksforgeeks.org/problems/arrange-the-array/1
Bit Magic,Medium,Count Set Bits in 1 to n,,35.77%,https://www.geeksforgeeks.org/problems/count-total-set-bits-1587115620/1
Bit Magic,Medium,Unique Number II,"Accolite, Amazon, FactSet, +6",36.90%,https://www.geeksforgeeks.org/problems/finding-the-numbers0215/1
Bit Magic,Medium,All Subsequences of a String,Snapdeal,43.30%,https://www.geeksforgeeks.org/problems/power-set4302/1
Bit Magic,Medium,Two odd Occuring,,49.49%,https://www.geeksforgeeks.org/problems/two-numbers-with-odd-occurrences5846/1
Bit Magic,Medium,Maximum AND Value,Microsoft,31.11%,https://www.geeksforgeeks.org/problems/maximum-and-value-1587115620/1
Bit Magic,Medium,Bleak Numbers,SAP Labs,49.12%,https://www.geeksforgeeks.org/problems/bleak-numbers1552/1
Bit Magic,Medium,Gray to Binary Conversion,,68.70%,https://www.geeksforgeeks.org/problems/gray-to-binary-equivalent-1587115620/1
Bit Magic,Medium,Game of XOR,"Amazon, NPCI",50.77%,https://www.geeksforgeeks.org/problems/game-of-xor1541/1
Bit Magic,Medium,Sum of Pairwise ANDs,,50.93%,https://www.geeksforgeeks.org/problems/sum-of-products5049/1
Bit Magic,Medium,Modified Game of Nim,,57.13%,https://www.geeksforgeeks.org/problems/variation-in-nim-game4317/1
Bit Magic,Medium,"Division without using multiplication, division and mod oper...",Microsoft,42.32%,https://www.geeksforgeeks.org/problems/division-without-using-multiplication-division-and-mod-operator/1
Bit Magic,Medium,Maximum XOR of two numbers in an array,Flipkart,50.00%,https://www.geeksforgeeks.org/problems/maximum-xor-of-two-numbers-in-an-array/1
Bit Magic,Medium,Generate Gray Codes,"Microsoft, Amazon",60.49%,https://www.geeksforgeeks.org/problems/gray-code-1611215248/1
Bit Magic,Medium,Geek hates too many 1s,,58.04%,https://www.geeksforgeeks.org/problems/geek-hates-too-many-1s--170647/1
Bit Magic,Medium,Numbers in a Range with 3 Set Bits,,50.00%,https://www.geeksforgeeks.org/problems/akku-and-binary-numbers0902/1
Bit Magic,Medium,Power Of 2 and Subsequences,,51.72%,https://www.geeksforgeeks.org/problems/power-of-2-and-subsequences0759/1
Bit Magic,Medium,AND In Range,,50.00%,https://www.geeksforgeeks.org/problems/and-operation5726/1
Bit Magic,Medium,Smaller with Same Set Bit Count,,53.17%,https://www.geeksforgeeks.org/problems/smaller-with-same-set-bit-count/1
Bit Magic,Medium,Base Equivalence,,58.55%,https://www.geeksforgeeks.org/problems/base-equivalence1022/1
Bit Magic,Medium,All Subsets Xor Sum,"Adobe, Amazon, Apple, +2",56.33%,https://www.geeksforgeeks.org/problems/sum-of-xor-of-all-possible-subsets/1
Bit Magic,Medium,Lucky Alive Person in a Circle,,59.93%,https://www.geeksforgeeks.org/problems/lucky-alive-person-in-a-circle1229/1
Bit Magic,Hard,Nth Number with At Most K Set Bits,,57.82%,https://www.geeksforgeeks.org/problems/geekina-hate-1s/1
Bit Magic,Hard,Array with Given Sum and XOR,,39.17%,https://www.geeksforgeeks.org/problems/very-tough-problem2653/1
Bit Magic,Hard,Maximum Score,,12.69%,https://www.geeksforgeeks.org/problems/maximum-score--173045/1
